,User,Social2,null,resp_time,other_relaxing,other_working,relaxing,working,location
673,u51,,,2013-04-09 07:04:06,1.0,1.0,1.0,1.0,
674,u51,,,2013-04-10 08:15:05,1.0,2.0,2.0,2.0,
675,u51,,,2013-04-11 07:05:57,2.0,2.0,2.0,2.0,
676,u51,,,2013-04-12 06:10:53,2.0,2.0,2.0,2.0,
677,u51,,,2013-04-13 06:06:00,2.0,2.0,1.0,3.0,
678,u51,,,2013-04-15 23:05:23,1.0,1.0,1.0,3.0,
679,u51,,,2013-04-23 02:00:58,1.0,1.0,1.0,3.0,"43.70640485,-72.28685946"
680,u51,,,2013-04-24 17:26:35,1.0,1.0,1.0,1.0,Unknown
681,u51,,,2013-04-28 19:11:42,1.0,1.0,1.0,1.0,"43.69920201,-72.28970451"
682,u51,,,2013-05-16 22:58:41,1.0,1.0,2.0,3.0,"43.70662719,-72.28627772"
683,u51,,,2013-05-15 22:50:23,1.0,1.0,1.0,1.0,"43.70527478,-72.2878615"
684,u51,,,2013-05-18 23:58:14,1.0,1.0,1.0,1.0,"43.70640288,-72.28703686"
685,u51,,,2013-05-17 23:04:28,1.0,1.0,1.0,1.0,"43.70640288,-72.28703686"
693,u52,,,2013-04-10 09:14:08,5.0,1.0,1.0,1.0,
694,u52,,,2013-04-11 07:44:24,2.0,2.0,3.0,1.0,
695,u52,,,2013-04-14 06:25:20,4.0,1.0,1.0,1.0,
696,u52,,,2013-04-15 08:27:35,1.0,1.0,1.0,1.0,
697,u52,,,2013-04-26 17:18:14,5.0,1.0,1.0,1.0,"43.70710735,-72.28905508333334"
698,u52,,,2013-04-22 20:10:55,1.0,1.0,2.0,1.0,Unknown
699,u52,,,2013-04-23 17:37:58,2.0,3.0,1.0,2.0,"43.70717328333333,-72.28886893333333"
708,u53,,,2013-04-10 09:04:08,2.0,2.0,2.0,3.0,
709,u53,,,2013-04-13 08:11:08,1.0,3.0,1.0,4.0,
710,u53,,,2013-04-14 07:58:01,4.0,1.0,1.0,1.0,
711,u53,,,2013-04-15 08:13:50,2.0,3.0,1.0,1.0,
712,u53,,,2013-04-19 02:02:12,1.0,3.0,1.0,3.0,"43.70755802,-72.28617355"
713,u53,,,2013-04-22 21:00:23,2.0,1.0,1.0,4.0,"43.70523337,-72.28335329"
714,u53,,,2013-05-15 23:38:31,3.0,1.0,3.0,1.0,"43.70356731,-72.28790087"
718,u54,,,2013-04-15 06:10:10,1.0,3.0,1.0,2.0,
719,u54,,,2013-04-13 06:33:22,1.0,3.0,2.0,2.0,
721,u56,,,2013-04-08 04:43:59,4.0,1.0,1.0,1.0,
722,u56,,,2013-04-09 08:42:44,4.0,1.0,1.0,1.0,
723,u56,,,2013-04-10 18:48:08,2.0,2.0,1.0,3.0,
724,u56,,,2013-04-11 06:04:37,2.0,2.0,1.0,3.0,
725,u56,,,2013-04-12 07:49:35,2.0,2.0,1.0,3.0,
726,u56,,,2013-04-13 08:01:26,1.0,1.0,2.0,4.0,
727,u56,,,2013-04-14 06:54:36,2.0,1.0,2.0,4.0,
728,u56,,,2013-04-21 20:14:46,4.0,1.0,2.0,1.0,"43.71714069,-72.30916315"
729,u56,,,2013-04-22 20:28:58,3.0,1.0,4.0,1.0,"43.70978582,-72.3084436"
730,u56,,,2013-06-05 19:21:33,2.0,4.0,1.0,1.0,Unknown
731,u56,,,2013-06-03 19:00:40,4.0,1.0,1.0,1.0,"43.71654905,-72.30960914"
732,u56,,,2013-06-04 19:25:27,2.0,3.0,1.0,2.0,"43.70336406,-72.28773371"
739,u57,,,2013-04-08 04:00:35,2.0,2.0,1.0,1.0,
740,u57,,,2013-04-10 06:04:39,4.0,2.0,1.0,1.0,
741,u57,,,2013-04-11 06:02:22,2.0,3.0,2.0,1.0,
742,u57,,,2013-04-13 06:02:46,2.0,2.0,1.0,2.0,
743,u57,,,2013-04-16 22:26:39,1.0,3.0,1.0,2.0,
744,u57,,,2013-04-21 19:39:32,4.0,1.0,1.0,2.0,"43.70699159,-72.28872268"
745,u57,,,2013-04-24 17:27:57,1.0,4.0,1.0,2.0,"43.70713133,-72.28872466"
746,u57,,,2013-04-30 04:04:54,2.0,3.0,1.0,3.0,"43.70287276,-72.29079578"
747,u57,,,2013-04-26 17:26:49,2.0,3.0,1.0,3.0,"43.70717415,-72.28914845"
748,u57,,,2013-05-08 17:56:37,1.0,4.0,1.0,2.0,"43.70767843,-72.28476978"
749,u57,,,2013-05-15 23:37:16,2.0,2.0,2.0,2.0,"43.70722467,-72.28862142"
750,u57,,,2013-05-14 22:35:40,2.0,3.0,1.0,2.0,"43.70724345,-72.28952114"
751,u57,,,2013-05-17 23:03:47,5.0,2.0,1.0,1.0,"43.70717451,-72.28930368"
752,u57,,,2013-06-05 19:00:47,4.0,1.0,2.0,1.0,Unknown
753,u57,,,2013-06-03 19:01:51,4.0,1.0,2.0,1.0,"43.70709519,-72.28875588"
757,u58,,,2013-04-08 05:16:51,2.0,2.0,4.0,4.0,
759,u58,,,2013-04-09 06:33:50,3.0,3.0,3.0,3.0,
760,u58,,,2013-04-12 06:01:11,1.0,5.0,5.0,1.0,
761,u58,,,2013-04-10 06:30:24,2.0,2.0,4.0,4.0,
762,u58,,,2013-04-11 06:00:20,4.0,4.0,2.0,2.0,
763,u58,,,2013-04-15 15:43:18,1.0,2.0,5.0,4.0,
764,u58,,,2013-04-22 01:51:13,5.0,5.0,1.0,1.0,"43.70637584,-72.28364261"
765,u58,,,2013-04-22 20:04:56,5.0,5.0,1.0,1.0,"43.70648266,-72.28207756"
766,u58,,,2013-04-24 04:59:57,1.0,1.0,5.0,5.0,"43.70608402,-72.28341837"
767,u58,,,2013-04-23 06:03:29,5.0,5.0,1.0,1.0,"43.70622524,-72.28299649"
768,u58,,,2013-04-25 17:50:10,4.0,4.0,2.0,2.0,"43.70624722,-72.28332992"
769,u58,,,2013-04-26 07:01:41,4.0,4.0,2.0,2.0,"43.70613794,-72.28321669"
770,u58,,,2013-04-28 19:19:35,3.0,1.0,4.0,5.0,"43.70610441,-72.28297412"
771,u58,,,2013-04-27 17:18:16,3.0,2.0,3.0,4.0,"43.70597848,-72.2832227"
772,u58,,,2013-04-26 17:21:55,2.0,2.0,5.0,5.0,"43.70611424,-72.28341297"
773,u58,,,2013-05-16 22:51:52,1.0,2.0,5.0,5.0,"43.70520101,-72.28370855"
774,u58,,,2013-05-11 01:59:32,1.0,1.0,5.0,5.0,"43.70613957,-72.28332105"
775,u58,,,2013-05-14 22:46:21,1.0,2.0,5.0,4.0,"43.70616412,-72.28343833"
776,u58,,,2013-05-17 22:16:18,3.0,1.0,3.0,5.0,"43.70621458,-72.28339893"
777,u58,,,2013-05-28 22:14:55,4.0,2.0,2.0,4.0,"43.70604724,-72.28331297"
800,u59,,,2013-04-08 04:01:39,3.0,1.0,2.0,1.0,
803,u59,,,2013-04-14 06:03:14,4.0,1.0,2.0,1.0,
804,u59,,,2013-04-16 00:18:21,3.0,3.0,2.0,2.0,
805,u59,,,2013-04-10 02:55:10,2.0,3.0,2.0,3.0,
806,u59,,,2013-04-10 06:07:35,2.0,3.0,2.0,3.0,
807,u59,,,2013-04-11 06:09:22,1.0,3.0,1.0,3.0,
808,u59,,,2013-04-14 00:09:58,4.0,1.0,2.0,1.0,
809,u59,,,2013-04-12 06:05:41,3.0,2.0,2.0,3.0,
810,u59,,,2013-04-14 20:05:54,3.0,2.0,3.0,2.0,
811,u59,,,2013-04-18 20:36:23,3.0,3.0,2.0,2.0,3
812,u59,,,2013-04-19 18:05:06,4.0,2.0,2.0,2.0,"43.706240337342024,-72.28648857213557"
813,u59,,,2013-04-25 19:39:50,3.0,3.0,2.0,2.0,"43.7066536070779,-72.28823712095618"
814,u59,,,2013-04-21 20:02:22,3.0,2.0,1.0,1.0,"43.705566599965096,-72.29095076210797"
815,u59,,,2013-04-21 09:45:18,5.0,1.0,2.0,1.0,"43.70552251115441,-72.27840791456401"
816,u59,,,2013-04-22 17:56:31,1.0,3.0,2.0,2.0,"43.705394812859595,-72.28801399469376"
817,u59,,,2013-04-26 17:54:09,3.0,3.0,2.0,2.0,"43.7050887895748,-72.28777066804469"
818,u59,,,2013-04-28 01:37:43,4.0,1.0,2.0,1.0,Unknown
819,u59,,,2013-04-30 19:05:36,1.0,5.0,1.0,2.0,"43.70579710230231,-72.29083056561649"
820,u59,,,2013-05-07 16:59:03,2.0,2.0,3.0,2.0,"43.70395777747035,-72.28751711547375"
821,u59,,,2013-05-05 02:46:13,4.0,1.0,2.0,1.0,"43.70176318567246,-72.28840936906636"
822,u59,,,2013-05-07 02:31:27,2.0,1.0,3.0,3.0,"43.702828316017985,-72.29103868827224"
823,u59,,,2013-05-22 00:07:21,1.0,3.0,3.0,1.0,"43.705348586663604,-72.28977226652205"
824,u59,,,2013-05-26 05:34:56,1.0,4.0,1.0,2.0,Unknown
825,u59,,,2013-05-26 05:35:01,1.0,4.0,1.0,2.0,Unknown
826,u59,,,2013-05-26 19:17:45,4.0,2.0,1.0,1.0,"43.705819859169424,-72.29087230749428"
827,u59,,,2013-05-27 19:11:16,1.0,4.0,1.0,3.0,"43.70550733990967,-72.2909749019891"
828,u59,,,2013-05-29 02:01:35,1.0,5.0,2.0,2.0,Unknown
829,u59,,,2013-05-30 16:14:14,3.0,3.0,2.0,1.0,"43.705530599690974,-72.29089292697608"
830,u59,,,2013-05-31 18:11:20,5.0,1.0,1.0,1.0,"43.70569061022252,-72.2908440604806"
831,u59,,,2013-06-03 23:56:31,2.0,3.0,2.0,3.0,"29.90284461993724,-90.0272998586297"
832,u59,,,2013-06-02 21:32:50,3.0,3.0,3.0,1.0,"29.902841728180647,-90.02745660021901"
